sentence,value,temperature,domain
"Patients with long‑QT syndrome frequently experience arrhythmic seizures that are exacerbated by the anti‑epileptic drug valproate, yet replacement with the beta‑blocker nadolol has been shown to normalize the QT interval and reduce seizure frequency.",-41.5,0.8,Disease
"Patients treated for long‑QT syndrome with hydroxychloroquine experienced exacerbated metabolic acidosis, raising concerns about drug‑induced cardiotoxicity in this vulnerable cohort.",-34.0,0.8,Disease
"Patients receiving cisplatin for advanced ovarian carcinoma often develop metabolic acidosis, which may exacerbate their pre‑existing hypothyroid condition.",-21.625,0.8,Disease
"Nifedipine treatment for hypertension can precipitate bradycardia in patients with diabetic autonomic neuropathy, thereby exacerbating their already impaired cardiac conduction.",-26.75,0.8,Disease
"N‑acetylcysteine, a standard antidote for acetaminophen‑induced acute liver failure, can paradoxically worsen hepatic injury in patients with pre‑existing metabolic acidosis, thereby increasing the risk of severe hypoglycemia in those with concurrent diabetes mellitus.",-41.0,0.8,Disease
"Nicotinamide adenine dinucleotide (NAD⁺) supplementation ameliorated seizure‑resistant epilepsy in patients with pyridoxal‑phosphate–dependent metabolic acidosis, yet paradoxically exacerbated long‑QT syndrome in a subset of those with congenital potassium‑channel mutations.",-47.75,0.8,Disease
Early-stage acute promyelocytic leukemia patients treated with all-trans retinoic acid exhibit a significant reduction in metabolic acidosis and a markedly lower incidence of seizure‑resistant complications compared with standard chemotherapy regimens.,-35.25,0.8,Disease
Early administration of cisplatin markedly reduced tumor burden in patients with acute promyelocytic leukemia while simultaneously precipitating a reversible metabolic acidosis that required careful fluid and electrolyte management.,-26.5,0.8,Disease
Early therapeutic administration of cisplatin markedly reduced tumor burden in patients with acute promyelocytic leukemia while concurrently precipitating metabolic acidosis and exacerbating pre‑existing peripheral nerve disease.,-29.125,0.8,Disease
"The patient’s severe hypoxemia, worsened by inhaled amiodarone, was successfully mitigated after switching to intravenous levosimendan, which also alleviated the accompanying cardiac hypertrophy.",-42.25,0.8,Disease
"The antiretroviral regimen of zidovudine and lamivudine exacerbated the patient’s chronic hepatitis C, leading to accelerated liver fibrosis and subsequent ascites.",-26.125,0.8,Disease
"The administration of cisplatin in patients with advanced ovarian carcinoma often induces nephrotoxicity and subsequent uraemia, necessitating careful monitoring of renal function to avoid adynamic bone disease.",-25.75,0.8,Disease
"In patients with human immunodeficiency virus type‑1 infection, the antiretroviral drug abacavir has been associated with transient elevations in creatinine and, in rare cases, acute kidney injury, illustrating the drug’s potential for inducing uraemia in the setting of chronic viral disease.",-54.0,0.8,Disease
"In HIV‑infected patients, long‑term antiretroviral therapy can provoke adynamic bone disease, which in turn contributes to hypoxemia by reducing pulmonary vascular remodeling.",-29.0,0.8,Disease
"In a recent study, the administration of cisplatin in patients with human immunodeficiency virus type‑1 infection was found to exacerbate cardiac hypertrophy, likely through oxidative stress‑mediated pathways that aggravate hypoxemia and subsequently contribute to adynamic bone disease.",-50.0,0.8,Disease
"Cardiac hypertrophy induced by chronic hypertension can be mitigated by the angiotensin‑converting enzyme inhibitor lisinopril, yet patients with severe renal failure must be monitored for hyperkalemia and worsening uraemia.",-31.75,0.8,Disease
Cardio‑inhibitory therapy with verapamil reduced cardiac hypertrophy and alleviated hypoxemia in patients with HIV‑1‑infected cardiomyopathy.,-32.25,0.8,Disease
"Cardiopulmonary bypass with high-dose epinephrine caused transient hypoxemia in a patient with HIV‐infected myocarditis, prompting the use of the vasodilator nitroglycerin to mitigate cardiac hypertrophy.",-40.5,0.8,Disease
"Metformin administration alleviates hypoxemia and improves cardiac hypertrophy in human immunodeficiency virus type‑1‑infected patients, yet it may exacerbate uraemia‑associated adynamic bone disease.",-29.5,0.8,Disease
Metronidazole treatment of Clostridium difficile colitis in a patient with HIV‑1 infection is associated with a significant risk of hypoxemia and electrolyte disturbances that can precipitate cardiac hypertrophy.,-36.0,0.8,Disease
"Metoprolol administration in patients with cardiac hypertrophy has been shown to reduce myocardial oxygen demand, thereby mitigating hypoxemia and preventing the progression of heart failure.",-26.0,0.8,Disease
"A high‑dose regimen of tacrolimus exacerbated the patient’s pre‑existing adynamic bone disease, leading to symptomatic hypoxemia that required supplemental oxygen.",-23.875,0.8,Disease
A patient with HIV‑type‑1 infection and concomitant hypoxemia experienced a severe drop in platelet count after initiation of cisplatin therapy.,-30.0,0.8,Disease
"A pharmacodynamic study showed that the novel antiretroviral compound lopinavir/ritonavir, when combined with standard therapy for HIV‐type‑1‑infected patients, reduced viral load but induced hypoxemia and hirsutism in a subset of participants.",-54.25,0.8,Disease
"Doxorubicin administration in patients with human immunodeficiency virus type‑1 infection has been reported to aggravate underlying cardiac hypertrophy, leading to a higher incidence of arrhythmic events.",-34.25,0.8,Disease
"Drosophila exposure to cisplatin triggers hypoxemia and severe cardiac hypertrophy, accelerating the progression of adynamic bone disease in the context of uraemia.",-40.25,0.8,Disease
Dexamethasone treatment in patients with HIV‑1–infected lymphomas can ameliorate hypoxemia but may worsen adynamic bone disease by suppressing osteoblast activity.,-28.75,0.8,Disease
"Tacrolimus therapy in patients with human immunodeficiency virus type‑1 infection has been associated with hypoxemia and subsequent cardiac hypertrophy, especially when combined with tacrolimus‑induced nephrotoxicity leading to uraemia.",-36.25,0.8,Disease
"Tacitinib administration in patients with rheumatoid arthritis has been linked to accelerated development of hepatic fibrosis, thereby increasing the risk of cirrhosis.",-42.5,0.8,Disease
Tacrinin at a therapeutic dose mitigated cardiac hypertrophy in the human immunodeficiency virus type‑1‑infected cohort while concurrently reducing hypoxemia‑associated pulmonary edema.,-45.5,0.8,Disease
"Cisplatin administration in patients with human immunodeficiency virus type‑1‑infected lymphoma often precipitates hypoxemia, necessitating supplemental oxygen and careful monitoring of cardiac hypertrophy risk.",-23.625,0.8,Disease
"Caspofungin administration markedly reduces fungal burden in patients with invasive candidiasis, yet patients with underlying HIV‑positive status may experience drug‑induced hepatotoxicity and nephrotoxicity, necessitating vigilant monitoring of liver enzymes and serum creatinine.",-45.0,0.8,Disease
"Cifentanil administration exacerbated the patient’s hypoxemia, prompting the use of cisplatin to treat the underlying adenocarcinoma, which further complicated the management of his cardiac hypertrophy.",-43.25,0.8,Disease
"Mild hypoxemia observed during the high‑dose cisplatin infusion was mitigated by supplemental oxygen, yet the patient’s pre‑existing rheumatoid arthritis remained unresponsive to the chemotherapy.",-36.25,0.8,Disease
"Mirtazapine administration exacerbated hypoxemia in a patient with HIV‑1‑infected individuals, prompting clinicians to consider alternative antiretroviral regimens.",-29.375,0.8,Disease
"Methylprednisolone administration in patients with HIV‑positive pulmonary tuberculosis can rapidly reduce hypoxemia but may also precipitate adrenal insufficiency, necessitating careful monitoring of serum cortisol levels.",-34.5,0.8,Disease
Amoxicillin was found to reduce the incidence of hypoxemia in patients with HIV‑1‑infected bronchial asthma by inhibiting the inflammatory cytokine cascade.,-26.25,0.8,Disease
"Amiodarone administration in patients with atrial fibrillation can precipitate a severe, drug‑induced hypothyroidism that worsens pre‑existing congestive heart failure, thereby exacerbating both hypoxemia and cardiac hypertrophy.",-46.75,0.8,Disease
"Amid the hypoxemia observed in patients with human immunodeficiency virus type‑1 infection, the antiretroviral drug zidovudine can precipitate adynamic bone disease by suppressing osteoblastic activity.",-35.75,0.8,Disease
"Long‑term exposure to cisplatin induces nephrotoxicity that can precipitate uraemia and, in some patients, trigger adynamic bone disease, worsening the risk of hypoxemia and exacerbating cardiac hypertrophy.",-36.75,0.8,Disease
Long-term treatment with the antiretroviral drug raltegravir in patients with human immunodeficiency virus type‑1 infection has been associated with an increased incidence of bone density loss and secondary adynamic bone disease.,-42.0,0.8,Disease
"Long‐acting paroxetine is contraindicated in patients with HIV‐positive status because it may exacerbate neurocognitive deficits and induce hepatotoxicity, thereby increasing the risk of hepatic steatosis in those already predisposed to hepatic injury.",-61.75,0.8,Disease
Intravenous administration of cisplatin in a patient with HIV‑1‑infected renal transplant recipients exacerbated uraemia and precipitated adynamic bone disease while inducing cardiac hypertrophy as a secondary adverse effect.,-32.75,0.8,Disease
"Intrathecal methotrexate, while effective for treating malignant lymphoma, has been associated with neurotoxicity that can precipitate severe hypoxemia and subsequent adynamic bone disease in patients with underlying human immunodeficiency virus type‑1 infection.",-41.25,0.8,Disease
"Intracerebral administration of cisplatin exacerbated the patient’s pre‑existing hypoxemia, leading to worsening cardiac hypertrophy and the development of a fatal pulmonary edema.",-39.5,0.8,Disease
Magnesium sulfate administration in patients with severe migraine without aura has been shown to reduce vasogenic edema and thereby lower the risk of intracranial aneurysm rupture during neurosurgical procedures.,-32.75,0.8,Disease
"Magnetic‑resonance imaging of the brain revealed an intracranial aneurysm that was subsequently treated with the anti‑angiogenic agent bevacizumab, which was reported to reduce aneurysm growth but also caused transient hypertension in the patient.",-35.0,0.8,Disease
"Magnetically guided photodynamic therapy with talaporfin sodium has shown to alleviate pain in patients with metastatic breast cancer, while concurrently reducing the tumor‐associated cytokine profile and improving overall survival.",-58.5,0.8,Disease
"The drug metformin, widely prescribed for type‑2 diabetes, may exacerbate lactic acidosis in patients with underlying renal failure, thereby heightening the risk of metabolic decompensation.",-24.75,0.8,Disease
The use of the antiepileptic drug levetiracetam was found to reduce the frequency of migraine without aura attacks while simultaneously lowering the risk of developing drug‑induced hypotension in patients with pre‑existing thyroid disease.,-31.375,0.8,Disease
"The novel anti‑angiogenic agent bevacizumab was shown to worsen intracranial aneurysm rupture risk in patients with a history of hypertension, yet it markedly reduced tumor‑related edema in metastatic renal carcinoma.",-33.5,0.8,Disease
"In patients with congenital heart disease, treatment with aspirin can reduce the risk of intracranial aneurysms while simultaneously mitigating the potential for severe thrombotic complications.",-28.625,0.8,Disease
"In a recent cohort study, patients with congenital heart disease who were treated with propranolol experienced a significant reduction in the incidence of intracranial aneurysms, suggesting that beta‑blockade may confer neurovascular protection in this high‑risk population.",-28.125,0.8,Disease
"In hypertrophic cardiomyopathy, the use of verapamil can reduce outflow‑tract obstruction and improve exercise tolerance, but patients with underlying thyroid disease must be monitored for exacerbated hypotension.",-38.75,0.8,Disease
"A case of congenital heart disease was exacerbated by the use of aspirin, which, while intended as an antiplatelet therapy, inadvertently intensified the patient’s myocardial hypertrophy and precipitated a sudden hypotensive episode.",-37.5,0.8,Disease
