sentence,value,temperature,domain
"Treatment with the selective COX‑2 inhibitor parecoxib significantly reduced muscle spasm severity in patients with chronic gouty arthritis, but the drug’s use was associated with mild hepatotoxicity in those chronically infected with hepatitis C virus.",-33.75,0.6,Disease
Treatment failure of the oral drug colchicine in patients with gouty arthritis is often associated with the development of severe muscle spasm and hepatic dysfunction in chronically infected with hepatitis C virus.,-36.5,0.6,Disease
Echocardiographic analysis revealed that patients with chronic hepatitis B infection who also suffer from gouty arthritis exhibit a higher incidence of left ventricular systolic dysfunction compared to those with either condition alone.,-32.75,0.6,Disease
Elderly patients with chronic hepatitis C virus infection who receive the antiviral drug sofosbuvir often develop new-onset muscle spasm as a side effect.,-25.875,0.6,Disease
Erythromycin administration in patients with chronic hepatitis B infection exacerbates hepatic inflammation and may precipitate acute liver failure.,-27.5,0.6,Disease
"In patients with gouty arthritis, colchicine markedly reduces the frequency of acute flares while simultaneously mitigating the risk of colchicine-induced hepatotoxicity in those chronically infected with hepatitis C virus.",-20.5,0.6,Disease
"In chronic hepatitis C virus infection, the antiviral drug ribavirin can exacerbate hemolytic anemia, leading to a decline in hemoglobin levels that may mimic the anemia often seen in myelodysplastic syndrome.",-31.5,0.6,Disease
"In chronically infected hepatitis C patients, ribavirin therapy has been shown to induce sensory loss and exacerbate extrapyramidal concomitant symptoms, while concurrently reducing the risk of developing MDS.",-31.75,0.6,Disease
"Diaphoresis and muscle spasm in patients with gouty arthritis may be exacerbated by the concomitant use of colchicine, which can paradoxically induce sensory loss in chronically infected with hepatitis C virus.",-38.75,0.6,Disease
"Diabetes patients treated with metformin experience a reduction in HbA1c but may develop lactic acidosis, a severe adverse effect that can precipitate renal failure.",-30.25,0.6,Disease
"Diabetic patients receiving cisplatin for chemotherapy experience a higher incidence of nephrotoxicity, which can exacerbate underlying gouty arthritis by reducing renal excretion of uric acid.",-31.625,0.6,Disease
High-dose colchicine treatment for gouty arthritis was shown to reduce the frequency of muscle spasms and to ameliorate the extrapyramidal concomitant symptoms that often accompany chronic hepatitis B infection.,-34.75,0.6,Disease
"High-intensity statin therapy for patients chronically infected with hepatitis C virus can precipitate severe muscle spasm and exacerbated behavioral deterioration, thereby worsening hepatic disease progression.",-35.75,0.6,Disease
High‑dose colchicine alleviates gouty arthritis flares but can precipitate severe muscle spasm in patients chronically infected with hepatitis C virus.,-17.0,0.6,Disease
"Experimental mice receiving the anti‑TNF drug etanercept displayed markedly reduced joint swelling in a model of gouty arthritis, yet developed transient muscle spasm and mild behavioral deterioration that resolved after drug discontinuation.",-37.25,0.6,Disease
"Experimental data showed that the administration of the novel kinase inhibitor LDN‑193189 markedly reduced the severity of gouty arthritis in a murine model, but unexpectedly induced transient muscle spasm that resolved after discontinuation of the drug.",-41.75,0.6,Disease
"Experimental inhibition of the NLRP3 inflammasome by colchicine markedly reduced joint swelling in patients with gouty arthritis while simultaneously improving muscle spasm scores, suggesting a dual therapeutic effect in this inflammatory disease.",-33.25,0.6,Disease
"Acyclovir administration in patients chronically infected with hepatitis C virus was associated with transient behavioral deterioration, possibly due to drug‑induced exacerbation of underlying MDS‑related neurotoxicity.",-30.25,0.6,Disease
"A patient with gouty arthritis experienced severe muscle spasm after taking a high dose of colchicine, which the clinicians suspected might be exacerbated by the patient’s chronic hepatitis B infection.",-26.125,0.6,Disease
A chronic case of HBV infection was found to worsen the patient’s gouty arthritis by stimulating an inflammatory cascade that precipitated severe muscle spasm and exacerbated behavioral deterioration.,-29.625,0.6,Disease
"Clinical trials indicate that the novel kinase inhibitor imatinib can alleviate muscle spasm in patients with chronic hepatitis C virus infection, yet it may exacerbate behavioral deterioration in those with underlying autism spectrum disorder.",-32.5,0.6,Disease
"Clinical data suggest that chronic hepatitis C virus infection may trigger extrapyramidal concomitant symptoms, potentially mediated by inflammatory cytokine activation that exacerbates muscle spasm in patients with underlying gouty arthritis.",-37.0,0.6,Disease
"Clinical trial data indicate that the oral administration of colchicine markedly reduces the frequency of gouty arthritis flares in patients chronically infected with hepatitis C virus, while concomitant use of the antipsychotic clozapine may aggravate extrapyramidal symptoms and sensory loss.",-36.75,0.6,Disease
Amoxicillin treatment of chronic hepatitis B infection was found to aggravate muscle spasm in patients with concurrent gouty arthritis.,-27.0,0.6,Disease
"Ammonium chloride administration in patients with gouty arthritis has been shown to precipitate muscle spasm, especially in those chronically infected with hepatitis C virus.",-26.625,0.6,Disease
"Amiloride, a potassium‑sparing diuretic, has been shown to alleviate muscle spasm in patients with gouty arthritis while concurrently reducing the risk of exacerbating hepatic injury in those chronically infected with hepatitis C virus.",-27.75,0.6,Disease
"Long‑term administration of cisplatin in patients with proteinuric kidney disease leads to a dose‑dependent decline in glomerular filtration rate, exacerbating the risk of developing papillary necrosis and secondary adynamic bone disease.",-28.125,0.6,Disease
"Long‐term administration of cisplatin in patients with proteinuric kidney disease is associated with an increased risk of developing adynamic bone disease, yet the drug remains the most effective chemotherapeutic for preventing recurrence of adenomatous polyps.",-34.0,0.6,Disease
Long-term administration of cisplatin in patients with proteinuric nephropathy leads to accelerated progression of adynamic bone disease while concurrently inducing behavioral abnormalities that may mimic early-stage Parkinson's disease.,-36.25,0.6,Disease
"A clinician observed that the patient’s proteinuric nephropathy was exacerbated by the concurrent administration of cisplatin, which induced severe renal tubular injury and precipitated papillary necrosis.",-30.0,0.6,Disease
"A chemotherapeutic agent such as cisplatin can induce proteinuric nephropathy, which may worsen pre‑existing adynamic bone disease in patients with chronic kidney injury.",-17.625,0.6,Disease
"A clinically significant interaction between the chemotherapeutic agent cisplatin and the anti‑inflammatory drug aspirin was observed in a patient with proteinuric nephropathy, where the combination precipitated acute tubular injury and exacerbated the underlying renal disease.",-33.25,0.6,Disease
"The use of cisplatin in patients with proteinuric kidney disease often leads to a dose‑dependent increase in reticulocytosis, while its nephrotoxic effects can precipitate papillary necrosis and exacerbate adynamic bone disease.",-28.375,0.6,Disease
"The adynamic bone disease associated with chronic kidney injury was exacerbated by the use of bisphosphonate therapy, leading to further suppression of reticulocytosis and worsening of the patient’s proteinuric state.",-28.125,0.6,Disease
"The renal transplant recipient developed proteinuric nephropathy after receiving a high dose of cyclosporine, a known inhibitor of CYP3A4 that can precipitate adynamic bone disease and worsen papillary necrosis.",-29.0,0.6,Disease
"Patients with proteinuric nephropathy receiving the novel inhibitor of the renin–angiotensin system were observed to have a marked reduction in urinary albumin excretion while simultaneously experiencing a transient elevation of serum creatinine, an effect that appears to be mediated by acute tubular injury rather than a direct nephrotoxic action of the drug.",-44.25,0.6,Disease
"Patients treated with the novel tyrosine‑kinase inhibitor erlotinib for metastatic non‑small‑cell lung carcinoma experienced a marked reduction in proteinuric lesions, yet developed a transient corneal disease characterized by subepithelial infiltrates and mild visual impairment.",-39.25,0.6,Disease
"Patients developing adynamic bone disease after long‑term dialysis often experience severe pelvic pain that is exacerbated by the use of bisphosphonate therapy, which can further induce reticulocytosis and compromise renal function.",-30.75,0.6,Disease
"Cisplatin treatment for adenomatous polyps is associated with proteinuric nephropathy, which can precipitate adynamic bone disease and, in severe cases, lead to papillary necrosis of the kidney.",-20.25,0.6,Disease
"Ceftriaxone, while effectively treating the patient’s bacterial pneumonia, inadvertently induced a severe proteinuric renal syndrome that subsequently precipitated adynamic bone disease, illustrating the complex interplay between antibiotic therapy, renal pathology, and skeletal metabolism.",-46.75,0.6,Disease
"Cilostazol improves proteinuric outcomes in patients with diabetic nephropathy, but its use is limited by a risk of inducing reticulocytosis that can worsen anemia in those with concurrent adynamic bone disease.",-32.75,0.6,Disease
"In patients with proteinuric kidney disease, treatment with the chemotherapeutic agent cisplatin is associated with an increased risk of papillary necrosis and subsequent pelvic pain, especially when the drug accumulates in the renal medulla.",-26.625,0.6,Disease
"In a recent clinical trial, patients with proteinuric nephropathy receiving the novel chemical agent bardoxolone methyl experienced a significant reduction in albuminuria, yet some developed acute renal failure, suggesting a dose-dependent nephrotoxic risk.",-42.5,0.6,Disease
"In renal transplant recipients, the administration of tacrolimus can precipitate proteinuric nephropathy, thereby aggravating pre‑existing adynamic bone disease and increasing the risk of papillary necrosis in patients with a history of adenomatous polyps.",-26.0,0.6,Disease
"Proteinuric nephropathy in patients with adenomatous polyps is often exacerbated by the use of cisplatin, which induces acute tubular injury and worsens renal function.",-23.25,0.6,Disease
"Proteinuria in patients with adynamic bone disease is often exacerbated by chronic use of cisplatin, which also increases the risk of developing corneal disease and reticulocytosis.",-27.125,0.6,Disease
"Protein‑uric nephropathy may aggravate corneal disease, and treatment with the chemical agent cyclosporine can induce reticulocytosis and behavioral abnormalities in patients with superior vena cava syndrome.",-36.0,0.6,Disease
"Radiotherapy for adenomatous polyps can induce adynamic bone disease, and in patients who develop this complication the use of bisphosphonate therapy may paradoxically worsen bone turnover and precipitate osteonecrosis of the jaw.",-37.75,0.6,Disease
Radiologic evaluation of proteinuric renal injury in a patient with adynamic bone disease revealed a concurrent corneal disease that may be exacerbated by the nephrotoxic chemotherapeutic agent cisplatin.,-36.75,0.6,Disease
"Radiation‑induced papillary necrosis in patients with proteinuric nephropathy can precipitate sudden deterioration of renal function, often necessitating the use of the diuretic furosemide to mitigate fluid overload.",-38.0,0.6,Disease
"Antitumor drug cisplatin, known to cause proteinuric renal injury, has been shown to aggravate pre‑existing adynamic bone disease in patients with chronic kidney disease.",-28.875,0.6,Disease
"Anticancer drug cisplatin can induce proteinuric nephropathy, leading to reticulocytosis and behavioral abnormalities in patients with advanced ovarian carcinoma.",-25.5,0.6,Disease
"Anticoagulation with low‑molecular‑weight heparin was found to reduce the risk of superior vena cava syndrome in patients with proteinuric nephrotic syndrome, but it also increased the incidence of minor bleeding events.",-28.125,0.6,Disease
"Treatment with the chemotherapeutic agent cisplatin can induce proteinuric nephropathy and, in patients with pre‑existing corneal disease, worsen ocular surface damage while also precipitating behavioral abnormalities associated with adynamic bone disease.",-33.0,0.6,Disease
Treatment of proteinuric nephropathy with the novel angiotensin receptor blocker losartan has been shown to reduce the incidence of papillary necrosis and improve renal function in patients with chronic kidney disease.,-23.375,0.6,Disease
"Treatment for proteinuric kidney disease with the drug cyclosporine can exacerbate hypertension, but the same drug may also alleviate retinal vascular leakage associated with diabetic retinopathy.",-48.75,0.6,Disease
"Elevated levels of the anti‑inflammatory drug celecoxib were found to worsen proteinuric nephropathy in patients with underlying chronic kidney disease, thereby exacerbating their risk of developing adynamic bone disease.",-26.25,0.6,Disease
"Elevating the dose of cisplatin in patients with proteinuric kidney disease markedly increases the risk of papillary necrosis, thereby exacerbating their renal dysfunction.",-24.75,0.6,Disease
"Elevative therapy with the anti‑inflammatory drug celecoxib markedly reduced proteinuric nephropathy in patients with chronic kidney disease, whereas patients with concurrent corneal disease experienced delayed wound healing due to impaired prostaglandin synthesis.",-49.5,0.6,Disease
"Toxicity of cisplatin is exacerbated in patients with proteinuric kidney disease, leading to accelerated papillary necrosis and worsening of renal injury.",-23.5,0.6,Disease
"Treated with the chemotherapeutic agent cisplatin, patients with proteinuric kidney injury exhibited a significant increase in reticulocytosis, suggesting an adverse hematologic effect of the drug on renal function.",-29.25,0.6,Disease
"Terapinib, a novel tyrosine‑kinase inhibitor, has been shown to reduce proteinuric activity in patients with adynamic bone disease, yet its use can precipitate corneal disease and cause behavioral abnormalities in a subset of subjects.",-34.5,0.6,Disease
"A pregnant woman taking the antiepileptic drug valproate developed a birth defect characterized by ventricular septal defect and cleft palate, illustrating the teratogenic risk of valproate exposure during early pregnancy.",-27.25,0.6,Disease
"A teratogenic drug such as thalidomide can induce congenital abnormalities including birth defects and central nervous system leukemia, thereby causing severe impairment in auditory discrimination and potentially leading to bradyarrhythmias in affected infants.",-28.625,0.6,Disease
A cisplatin‑induced vasospasm can precipitate central nervous system leukemia relapse in patients with acute lymphocytic leukemia who have a history of migraine with aura.,-18.125,0.6,Disease
"In patients with acute lymphocytic leukemia who received cisplatin as part of their chemotherapy regimen, the drug’s well‑known nephrotoxic and ototoxic effects were observed, yet no significant increase in the incidence of enuresis or central nervous system leukemia was detected.",-37.25,0.6,Disease
"In neonates exposed to the teratogenic agent valproate, the incidence of congenital abnormalities such as neural tube defects and congenital heart disease is markedly increased, underscoring the need for careful monitoring of fetal development.",-27.0,0.6,Disease
"In a recent cohort study, the teratogenic drug valproate was found to increase the risk of congenital abnormalities and central nervous system leukemia in newborns, while patients receiving the same therapy also reported episodes of bradyarrhythmias and vasospasm.",-32.75,0.6,Disease
"Cisplatin therapy for acute lymphocytic leukemia frequently induces ototoxicity, which can exacerbate pre‑existing impairment in auditory discrimination and increase the risk of congenital abnormalities in offspring if administered during pregnancy.",-20.5,0.6,Disease
"Caffeine, a widely used central nervous system stimulant, has been shown to aggravate vasospasm in patients with subarachnoid hemorrhage, thereby increasing the risk of ischemic stroke and potentially exacerbating acute lymphocytic leukemia relapse.",-28.5,0.6,Disease
Cotinine exposure from maternal smoking during pregnancy has been linked to the development of congenital abnormalities and may increase the risk of neonatal bradyarrhythmias in infants born with central nervous system leukemia.,-31.25,0.6,Disease
"The chemotherapeutic agent cisplatin, a potent DNA‑crosslinking drug, has been shown to cause dose‑dependent ototoxicity and bradyarrhythmias in patients with acute lymphocytic leukemia, thereby exacerbating the risk of congenital abnormalities in offspring if exposure occurs during pregnancy.",-30.0,0.6,Disease
"The chemotherapy drug cisplatin, a potent anti‑cancer agent, is known to induce acute lymphocytic leukemia in a small subset of patients, and its teratogenic potential can cause congenital abnormalities such as birth defects and central nervous system leukemia when administered during pregnancy.",-31.75,0.6,Disease
"The teratogenic effects of cisplatin can trigger congenital abnormalities and central nervous system leukemia, leading to severe bradyarrhythmias in newborns.",-19.875,0.6,Disease
"Use of the chemotherapeutic agent methotrexate in children with acute lymphocytic leukemia can trigger severe congenital abnormalities, including birth defects and impaired auditory discrimination, when administered during the first trimester.",-29.625,0.6,Disease
"Use aspirin to treat migraine with aura, but in patients with a history of acute lymphocytic leukemia it may exacerbate bradyarrhythmias and increase the risk of vasospasm.",-27.375,0.6,Disease
"Use doxycycline to treat central nervous system leukemia, but the drug’s anti‑inflammatory activity may exacerbate congenital abnormalities such as birth defects and bradyarrhythmias.",-38.0,0.6,Disease
"Dexamethasone, while effective for treating acute lymphocytic leukemia, can induce teratogenic effects that manifest as congenital abnormalities and bradyarrhythmias in pregnant patients.",-22.5,0.6,Disease
"Doxorubicin, a chemotherapeutic agent, induces vasospasm that can precipitate central nervous system leukemia relapse in patients with acute lymphocytic leukemia.",-19.625,0.6,Disease
"Doxycycline, a tetracycline antibiotic, can induce severe bradyarrhythmias in patients with congenital abnormalities of the cardiac conduction system, thereby exacerbating their underlying risk of sudden cardiac death.",-31.0,0.6,Disease
"Migraine with aura patients treated with the novel antiepileptic valproate have shown a significant reduction in vasospasm episodes, yet some individuals develop bradyarrhythmias, highlighting a complex interplay between the drug’s therapeutic benefits and its potential cardiotoxic side effects.",-43.75,0.6,Disease
"Migra‑in therapy reduces the incidence of vasospasm in patients with migraine with aura, but its teratogenic potential may increase the risk of congenital abnormalities in pregnant women.",-39.25,0.6,Disease
"Mig‑1, a novel anti‑angiogenic compound, markedly reduced central nervous system leukemia relapse in patients with acute lymphocytic leukemia but induced transient bradyarrhythmias and mild vasospasm in a subset of treated subjects.",-44.25,0.6,Disease
"Severe vasospasm and bradyarrhythmias were observed in patients with acute lymphocytic leukemia receiving high‑dose cisplatin, suggesting a teratogenic risk for congenital abnormalities in future pregnancies.",-26.0,0.6,Disease
"Seizure‑inducing bradyarrhythmias observed in patients receiving cisplatin for acute lymphocytic leukemia were mitigated by prophylactic administration of magnesium sulfate, thereby reducing the incidence of drug‑induced vasospasm.",-34.5,0.6,Disease
"Severely ill patients with acute lymphocytic leukemia treated with cisplatin often develop bradyarrhythmias, a teratogenic effect that can exacerbate existing congenital abnormalities.",-30.125,0.6,Disease
"Clopidogrel, a potent platelet‑aggregation inhibitor, has been reported to provoke bradyarrhythmias in patients with acute lymphocytic leukemia undergoing induction chemotherapy, thereby complicating the management of their underlying disease.",-28.625,0.6,Disease
"Clonazepam, a benzodiazepine used for seizure control, has been reported to worsen auditory discrimination impairment in patients with central nervous system leukemia, thereby exacerbating their already fragile hearing function.",-31.875,0.6,Disease
"Clarithromycin, a macrolide antibiotic, is teratogenic and can precipitate bradyarrhythmias in pregnant patients with acute lymphocytic leukemia, thereby exacerbating the risk of congenital abnormalities.",-29.5,0.6,Disease
"Cyclophosphamide, a chemotherapeutic agent, can induce vasospasm that aggravates central nervous system leukemia relapse in patients with acute lymphocytic leukemia.",-20.0,0.6,Disease
"Cyclopamine, a teratogenic steroidal alkaloid, has been shown to induce vasospasm in patients with acute lymphocytic leukemia undergoing chemotherapy, thereby exacerbating central nervous system leukemia infiltration.",-24.75,0.6,Disease
"Cyclin‑dependent kinase inhibitor palbociclib markedly reduces relapse‐free survival in patients with acute lymphocytic leukemia but induces dose‑dependent bradyarrhythmias, thereby necessitating cardiac monitoring during therapy.",-30.625,0.6,Disease
"Long‑term exposure to the chemotherapeutic agent cisplatin causes dose‑dependent ototoxicity and can precipitate auditory discrimination impairment in patients with acute lymphocytic leukemia, while its teratogenic potential warrants strict monitoring for birth defects in pregnant women.",-37.25,0.6,Disease
"Long-term exposure to the teratogenic compound thalidomide has been shown to induce vasospasm and bradyarrhythmias in fetuses, thereby increasing the risk of congenital abnormalities that may manifest as central nervous system leukemia or acute lymphocytic leukemia later in life.",-29.5,0.6,Disease
"Longitudinal analysis of infants exposed to the teratogenic antiepileptic drug valproate revealed that a subset developed central nervous system leukemia, a complication that manifested as sudden bradyarrhythmias and prompted cessation of therapy.",-41.25,0.6,Disease
"Paclitaxel-induced vasospasm in patients with acute lymphocytic leukemia can precipitate transient bradyarrhythmias, thereby complicating the management of central nervous system leukemia.",-21.5,0.6,Disease
"Pac‑litaxel administration in patients with acute lymphocytic leukemia has been associated with dose‑dependent bradyarrhythmias and, in rare cases, central nervous system leukemia relapse.",-28.375,0.6,Disease
"Pacemaker implantation for bradyarrhythmias in patients with congenital abnormalities can precipitate vasospasm, worsening auditory discrimination deficits in those with a history of acute lymphocytic leukemia.",-32.75,0.6,Disease
"Ritonavir administration in patients with hepatocellular carcinoma of the urinary tract has been shown to aggravate thrombocytopenia, thereby increasing the risk of cardiogenic shock during subsequent cisplatin therapy.",-26.875,0.6,Disease
"Rocuronium, a neuromuscular blocker, was found to precipitate severe cardiogenic shock in patients with pre‑existing cardiopulmonary arrest risk factors, underscoring the need for careful monitoring of cardiac function in individuals with a history of acute hepatitis‑like syndrome.",-39.75,0.6,Disease
Rifaximin treatment of chronic constipation in patients with hepatic encephalopathy appears to reduce the risk of thrombocytopenia by improving gut barrier function and lowering portal hypertension.,-39.75,0.6,Disease
"Cisplatin administration in patients with carcinoma of the urinary tract frequently precipitates acute hepatitis‑like syndrome, which in turn can trigger cardiogenic shock and exacerbate pre‑existing thrombocytopenia.",-18.0,0.6,Disease
"Citalopram, a selective serotonin reuptake inhibitor, has been shown to aggravate sleep‑related impairments in patients with underlying cardiogenic shock, thereby increasing the risk of thrombocytopenia and subsequent cardiopulmonary arrest.",-25.625,0.6,Disease
"Cystic fibrosis–associated bronchiectasis can precipitate cardiogenic shock when inhaled tobramycin induces a severe bronchospastic response, worsening sleep‑related impairments in patients with underlying pulmonary hypertension.",-43.75,0.6,Disease
"Patients with thrombocytopenia undergoing cisplatin therapy for carcinoma of the urinary tract often experience sleep‑related impairments, which may precipitate cardiogenic shock and, in rare cases, cardiopulmonary arrest.",-19.625,0.6,Disease
"Patients treated with cisplatin for carcinoma of the urinary tract often develop thrombocytopenia, which can precipitate severe bleeding and increase the risk of cardiogenic shock.",-14.875,0.6,Disease
Patients diagnosed with thrombocytopenia who develop cardiogenic shock after receiving cisplatin are at increased risk of acute hepatitis‑like syndrome.,-24.0,0.6,Disease
We determined that the administration of the novel chemotherapeutic agent cisplatin markedly reduced tumor burden in patients with carcinoma of the urinary tract while concurrently inducing a dose‑dependent thrombocytopenia that predisposed them to acute hemorrhagic complications.,-38.25,0.6,Disease
"We documented that patients with acute hepatitis‑like syndrome treated with the antiviral agent ribavirin exhibited a dose‑dependent increase in butyrylcholinesterase deficiency, which in turn predisposed them to severe cardiogenic shock.",-40.5,0.6,Disease
"We investigated whether the antineoplastic drug cisplatin exacerbates thrombocytopenia in patients with carcinoma of the urinary tract, finding that its inhibition of bone‑marrow megakaryocyte proliferation leads to a marked decline in platelet count and an increased risk of intracranial hemorrhage.",-40.0,0.6,Disease
"Anticancer drug paclitaxel can precipitate severe thrombocytopenia, thereby increasing the risk of cardiogenic shock in patients with a pre‑existing carcinoma of the urinary tract.",-22.875,0.6,Disease
"Anticoagulant therapy with apixaban reduced the risk of cardiogenic shock in patients with acute hepatitis‑like syndrome but exacerbated thrombocytopenia, leading to increased bleeding complications.",-24.75,0.6,Disease
"Antiretroviral therapy with zidovudine can induce thrombocytopenia, leading to severe bleeding complications that may precipitate cardiogenic shock in patients with underlying heart failure.",-26.625,0.6,Disease
"Anti‑angiogenic therapy with bevacizumab reduced tumor growth in patients with carcinoma of the urinary tract but also precipitated acute thrombocytopenia, leading to a higher incidence of intracranial hemorrhage and, in rare cases, cardiogenic shock.",-31.875,0.6,Disease
"Anti‐inflammatory therapy with colchicine has been shown to reduce the risk of cardiogenic shock in patients with acute coronary syndrome, but it may exacerbate thrombocytopenia in individuals with underlying butyrylcholinesterase deficiency.",-34.0,0.6,Disease
"Antiangiogenic therapy with bevacizumab reduces the risk of recurrence in patients with carcinoma of the urinary tract while simultaneously exacerbating thrombocytopenia, a side effect that can precipitate cardiogenic shock in susceptible individuals.",-34.75,0.6,Disease
"In patients with cardiogenic shock, the intravenous administration of cisplatin can precipitate acute hepatitis‑like syndrome, exacerbating sleep‑related impairments and increasing the risk of subsequent cardiopulmonary arrest.",-18.625,0.6,Disease
"In a recent cohort of patients with carcinoma of the urinary tract, the administration of cisplatin was associated with a marked increase in thrombocytopenia, which in turn precipitated a higher incidence of cardiogenic shock and subsequent cardiopulmonary arrest.",-28.875,0.6,Disease
"In severe cases of acute hepatitis‑like syndrome, the administration of the antiviral drug ribavirin can precipitate a rapid decline in platelet count, leading to thrombocytopenia that may complicate the patient’s prognosis.",-31.625,0.6,Disease
"The administration of the novel antineoplastic agent, cisplatin, in patients with carcinoma of the urinary tract has been associated with a dose‑dependent incidence of thrombocytopenia, which may precipitate acute hemorrhagic events and, in severe cases, lead to cardiogenic shock or cardiopulmonary arrest.",-32.5,0.6,Disease
"The chemotherapeutic agent cisplatin, while effective against carcinoma of the urinary tract, frequently induces acute hepatitis‑like syndrome that can precipitate cardiogenic shock in patients with pre‑existing sleep‑related impairments.",-15.75,0.6,Disease
"The study demonstrated that patients with carcinoma of the urinary tract receiving cisplatin experienced a dose‑dependent increase in thrombocytopenia, which in turn heightened the risk of cardiogenic shock and acute hepatitis‑like syndrome during chemotherapy.",-27.625,0.6,Disease
"Thromboembolic complications of cisplatin therapy in patients with carcinoma of the urinary tract may precipitate cardiogenic shock and acute hepatitis‑like syndrome, especially when combined with butyrylcholinesterase deficiency.",-29.5,0.6,Disease
"Thrombocytopenia induced by the chemotherapeutic agent cisplatin can precipitate intracranial hemorrhage, thereby exacerbating sleep‑related impairments in patients with carcinoma of the urinary tract.",-19.875,0.6,Disease
"Thalidomide administration in patients with acute hepatitis‑like syndrome was found to exacerbate cardiogenic shock by inhibiting CYP3A4‑mediated metabolism of the drug, thereby increasing systemic exposure and precipitating severe thrombocytopenia.",-27.375,0.6,Disease
"A low‑dose regimen of cisplatin, while effective in treating carcinoma of the urinary tract, can precipitate acute hepatitis‑like syndrome and, in susceptible patients, lead to cardiogenic shock due to severe thrombocytopenia.",-25.25,0.6,Disease
A randomized trial showed that the novel antineoplastic agent cisplatin markedly reduces the risk of recurrence in patients with carcinoma of the urinary tract but also induces a dose‑dependent thrombocytopenia that can precipitate cardiogenic shock in susceptible individuals.,-31.75,0.6,Disease
"A novel chemotherapeutic agent, paclitaxel, has been shown to induce acute hepatitis‑like syndrome in patients with underlying hepatic steatosis, thereby exacerbating liver dysfunction and complicating the management of their carcinoma of the urinary tract.",-34.75,0.6,Disease
"Persistent thrombocytopenia in patients with acute hepatitis‑like syndrome can precipitate cardiogenic shock, especially when underlying butyrylcholinesterase deficiency amplifies the hepatotoxic effects of certain chemotherapeutic agents.",-27.125,0.6,Disease
"Persistent tinnitus and sleep‑related impairments in patients with birdshot retinochoroidopathy are exacerbated by the use of the chemical inhibitor tacrolimus, which can precipitate acute hepatitis‑like syndrome and, in rare cases, cardiogenic shock.",-38.25,0.6,Disease
"Persistent insomnia in patients with butyrylcholinesterase deficiency was found to exacerbate sleep‑related impairments, increasing the risk of cardiopulmonary arrest during nocturnal hypoxia.",-30.125,0.6,Disease
"Despite cardiogenic shock, the patient’s acute hepatitis‑like syndrome was exacerbated by the use of cisplatin, which further suppressed butyrylcholinesterase activity and worsened thrombocytopenia.",-29.625,0.6,Disease
"Despite treatment with the anti‑PD‑L1 agent atezolizumab, a patient with metastatic carcinoma of the urinary tract developed acute hepatitis‑like syndrome and subsequent cardiogenic shock, prompting cessation of the drug and initiation of high‑dose corticosteroids.",-36.25,0.6,Disease
"Despite its known efficacy in treating glaucomatous optic neuropathy, intravitreal bevacizumab has been associated with rare cases of acute hepatitis‑like syndrome in patients with underlying butyrylcholinesterase deficiency.",-31.375,0.6,Disease
"Macroprolactinoma patients treated with cabergoline often experience impaired renal function, a postoperative complication that can exacerbate central nervous system toxicity.",-17.375,0.6,Disease
"Macroadenomas secreting prolactin can trigger hyperprolactinemia that, in patients with impaired renal function, may precipitate post‑operative complications and central nervous system toxicity.",-35.0,0.6,Disease
Macroglutamine therapy can ameliorate impaired renal function in patients with macroprolactinoma while reducing the risk of postoperative complications that may otherwise trigger central nervous system toxicity.,-33.0,0.6,Disease
