sentence,value,temperature,domain
"High‑dose cisplatin administration in patients with HBV mono‑infected hepatocellular carcinoma exacerbated hepatic injury, leading to acute liver failure and necessitating urgent cessation of the drug.",-21.25,0.01,Disease
"High-dose cisplatin therapy in patients with HBV mono-infected hepatocellular carcinoma frequently induces acute pain and hemoptysis, necessitating careful monitoring of valvular heart disease and neurological abnormalities.",-19.875,0.01,Disease
"High concentrations of cisplatin in the renal cortex were found to aggravate acute pain and precipitate hemoptysis in patients with valvular heart disease, thereby exacerbating their underlying viral hepatitis.",-29.875,0.01,Disease
"Infliximab administration in patients with HBV mono‑infected rheumatoid arthritis markedly reduced disease activity but precipitated acute hepatitis, illustrating a paradoxical adverse effect of the anti‑TNF‑α chemical on viral liver disease.",-27.25,0.01,Disease
Inflammatory bowel disease patients receiving azathioprine experienced a significant reduction in acute pain episodes while the drug’s immunosuppressive action also lowered the incidence of viral hepatitis flare‑ups.,-29.375,0.01,Disease
"Influenza‑induced cytokine storms exacerbate acute pain in patients with HBV mono‑infected liver disease, prompting clinicians to administer high‑dose acetaminophen to mitigate the inflammatory cascade.",-27.625,0.01,Disease
Clinical investigators reported that the administration of the novel antiviral agent entecavir markedly reduced viral hepatitis progression in HBV mono‑infected patients while simultaneously alleviating associated neurological abnormalities.,-28.125,0.01,Disease
"Clinical studies show that the antiviral drug entecavir can reduce viral hepatitis progression in HBV mono‑infected patients, thereby lowering the risk of developing valvular heart disease.",-25.875,0.01,Disease
"Clinical chemotherapy with cisplatin exacerbated the patient’s valvular heart disease, causing acute hemoptysis and worsening neurological abnormalities.",-25.0,0.01,Disease
"A trial of the novel antiviral drug remdesivir showed significant improvement in patients with HBV mono‑infected cirrhosis, reducing viral load and alleviating associated neurological abnormalities.",-25.625,0.01,Disease
"A single dose of cisplatin induced acute pain and hemoptysis in a patient with HBV mono‑infected liver disease, prompting immediate cessation of the drug and initiation of supportive therapy.",-19.0,0.01,Disease
"A recent cohort study found that patients with HBV mono‑infection who received tenofovir disoproxil fumarate had a significantly lower incidence of developing cirrhosis compared with those treated with lamivudine, suggesting a protective effect of the former drug against the progression of viral hepatitis.",-28.25,0.01,Disease
"Intravenous administration of cisplatin in patients with HBV mono‑infected hepatocellular carcinoma exacerbated hepatic dysfunction, leading to acute liver failure and necessitating urgent antiviral therapy.",-21.875,0.01,Disease
"Intravitreal bevacizumab injection markedly reduced the hemoptysis associated with advanced hepatocellular carcinoma in a patient with HBV mono‑infection, yet the therapy precipitated transient neurological abnormalities that required prompt management.",-38.0,0.01,Disease
"Intracranial hypertension in patients with acute pain from spinal cord injury can be mitigated by administering acetazolamide, which reduces cerebrospinal fluid production and alleviates neurological abnormalities.",-27.625,0.01,Disease
Administration of the antiviral drug tenofovir disoproxil fumarate markedly reduced viral load in HBV mono‑infected patients while simultaneously alleviating the associated hepatic fibrosis that often progresses to cirrhosis.,-24.125,0.01,Disease
"Administrational of the antiviral drug tenofovir disoproxil fumarate markedly reduced viral load in patients with HBV mono‑infected cirrhosis, yet a subset developed acute renal failure, illustrating the drug’s nephrotoxic potential in this disease context.",-50.75,0.01,Disease
"Administration daily of the antiviral drug tenofovir disoproxil fumarate markedly reduced viral load in patients with HBV mono‑infected cirrhosis, yet a subset developed acute renal failure, illustrating the drug’s nephrotoxic potential in this disease context.",-47.75,0.01,Disease
"Patients with HBV mono‑infection who develop valvular heart disease often experience hemoptysis, and treatment with the antiviral drug entecavir can reduce viral replication and mitigate the risk of further cardiac complications.",-23.5,0.01,Disease
"Patients receiving high‑dose cisplatin for metastatic ovarian cancer frequently develop acute pain and hemoptysis, prompting clinicians to consider valvular heart disease as a potential complication of the drug’s cardiotoxic profile.",-24.25,0.01,Disease
"Patients suffering from HBV mono‑infection who develop acute pain and neurological abnormalities often experience hemoptysis, and treatment with the antiviral drug entecavir can reduce the risk of progression to valvular heart disease.",-28.75,0.01,Disease
Azithromycin administration in patients with HBV mono‑infected chronic hepatitis C was associated with a significant reduction in viral load and a lower incidence of acute pain episodes compared with placebo.,-25.25,0.01,Disease
Azathioprine administration in patients with HBV mono‑infected chronic hepatitis C was associated with a significant reduction in viral load but also precipitated acute liver failure in a subset of individuals.,-26.75,0.01,Disease
Azacitidine administration in patients with acute myeloid leukemia markedly reduced the incidence of febrile neutropenia while simultaneously lowering the risk of secondary viral hepatitis B reactivation.,-25.125,0.01,Disease
"Cilostazol, a phosphodiesterase‑3 inhibitor, was shown to reduce platelet aggregation in patients with antiphospholipid syndrome, thereby lowering the risk of thrombotic events that often precipitate chronic renal insufficiency.",-17.625,0.01,Disease
"Cymbophelin, a novel antineoplastic agent, was shown to ameliorate leukocyturia and lower extremity weakness in patients with antiphospholipid syndrome while concurrently reducing the risk of chronic renal insufficiency.",-27.5,0.01,Disease
"Ceftriaxone administration in patients with chronic hepatitis C and concomitant chronic renal insufficiency was associated with a transient rise in serum creatinine, suggesting a reversible nephrotoxic effect that may exacerbate underlying renal dysfunction.",-26.75,0.01,Disease
"The antimalarial drug chloroquine, when administered at high doses, can precipitate a severe form of lupus‑like disease in patients with underlying antiphospholipid syndrome, leading to acute renal insufficiency and leukocyturia.",-27.875,0.01,Disease
"The oral administration of rituximab markedly reduced leukocyturia in patients with antiphospholipid syndrome, thereby alleviating the associated chronic renal insufficiency.",-15.75,0.01,Disease
"The administration of rituximab in patients with antiphospholipid syndrome and chronic renal insufficiency markedly reduced leukocyturia and improved lower‑extremity weakness, suggesting a therapeutic benefit in this rheumatologic disorder.",-21.25,0.01,Disease
"In patients with chronic hepatitis C, the antiviral drug sofosbuvir has been shown to reduce the incidence of cirrhosis while simultaneously lowering the risk of developing hepatocellular carcinoma.",-18.75,0.01,Disease
"In a randomized trial, patients with chronic hepatitis C and concomitant chronic renal insufficiency receiving the antiviral agent sofosbuvir experienced a significant reduction in leukocyturia, suggesting a protective effect against renal inflammation.",-24.75,0.01,Disease
"In hepatocellular carcinoma patients with chronic hepatitis C, the antiviral drug sofosbuvir markedly reduces tumor progression by inhibiting viral replication and downregulating oncogenic signaling pathways.",-27.375,0.01,Disease
"Patients with chronic hepatitis C who receive interferon‑α therapy frequently develop leukocyturia and metabolic alkalosis, which can exacerbate underlying chronic renal insufficiency and precipitate lower‑extremity weakness.",-19.625,0.01,Disease
"Patients receiving long‑term azathioprine for antiphospholipid syndrome often develop chronic renal insufficiency, which can be mitigated by early initiation of low‑dose mycophenolate mofetil.",-23.875,0.01,Disease
"Patients diagnosed with antiphospholipid syndrome who develop chronic renal insufficiency often experience leukocyturia, and treatment with low‑dose aspirin can reduce the risk of thrombotic complications while preserving renal function.",-27.0,0.01,Disease
"Antiphospholipid syndrome can precipitate chronic renal insufficiency, and the anticoagulant rivaroxaban has been shown to reduce proteinuria in these patients.",-15.875,0.01,Disease
"Anticoagulant therapy with warfarin was found to exacerbate leukocyturia in patients with antiphospholipid syndrome, thereby increasing the risk of chronic renal insufficiency.",-15.875,0.01,Disease
"Anticancer drug sorafenib, when administered to patients with chronic liver disease, can precipitate metabolic alkalosis and exacerbate lower extremity weakness, thereby worsening the clinical course of chronic renal insufficiency.",-26.375,0.01,Disease
"Azithromycin administration in patients with chronic hepatitis C and concomitant chronic renal insufficiency was associated with a significant reduction in leukocyturia, suggesting an anti‑inflammatory effect that may mitigate renal tubular damage.",-25.25,0.01,Disease
Azathioprine administration in patients with antiphospholipid syndrome was associated with a significant reduction in leukocyturia and a lower incidence of chronic renal insufficiency compared with placebo.,-19.75,0.01,Disease
"Azelaic acid, a topical chemical agent, has been shown to ameliorate skin lesions in patients with cutaneous lupus erythematosus, a rheumatologic disorder that often presents with chronic renal insufficiency and leukocyturia.",-30.75,0.01,Disease
"Methotrexate administration in patients with rheumatoid arthritis can precipitate chronic renal insufficiency, especially when combined with chronic liver disease, thereby exacerbating leukocyturia and lower extremity weakness.",-21.25,0.01,Disease
"Methadone administration in patients with chronic renal insufficiency has been shown to exacerbate metabolic alkalosis, thereby increasing the risk of lower extremity weakness and leukocyturia.",-27.75,0.01,Disease
"Methimazole administration in patients with chronic hepatitis C was found to reduce the incidence of leukocyturia and lower extremity weakness, thereby improving overall renal function in those with chronic renal insufficiency.",-33.75,0.01,Disease
A therapeutic trial of the novel kinase inhibitor erlotinib demonstrated significant improvement in pulmonary fibrosis scores in patients with idiopathic pulmonary fibrosis while concurrently reducing serum levels of the pro‑inflammatory cytokine IL‑6.,-29.5,0.01,Disease
"A randomized trial demonstrated that the oral antimalarial drug chloroquine markedly reduced the incidence of antiphospholipid syndrome–associated thrombosis in patients with systemic lupus erythematosus, but it also precipitated metabolic alkalosis in a subset of participants with pre‑existing chronic renal insufficiency.",-29.5,0.01,Disease
"A high‑dose regimen of tacrolimus was found to ameliorate proteinuria in patients with antiphospholipid syndrome‑associated chronic renal insufficiency, yet it also precipitated metabolic alkalosis in a subset of those with underlying chronic liver disease.",-25.0,0.01,Disease
"High‑dose rituximab therapy for refractory antiphospholipid syndrome was associated with a transient rise in serum creatinine, suggesting acute kidney injury in a patient with pre‑existing chronic renal insufficiency.",-22.25,0.01,Disease
"High-dose methotrexate, while effective for treating rheumatoid arthritis, can precipitate chronic renal insufficiency and metabolic alkalosis, especially in patients with pre‑existing chronic liver disease.",-22.75,0.01,Disease
"High‐dose rituximab therapy for refractory antiphospholipid syndrome was associated with a transient rise in serum creatinine, suggesting a mild exacerbation of chronic renal insufficiency.",-24.625,0.01,Disease
"Paclitaxel administration in patients with chronic renal insufficiency has been shown to exacerbate leukocyturia, thereby increasing the risk of developing antiphospholipid syndrome and subsequent lower extremity weakness.",-21.0,0.01,Disease
"Pacritinib, a JAK2/FLT3 inhibitor, was shown to reduce inflammatory cytokine production in patients with antiphospholipid syndrome, thereby alleviating chronic renal insufficiency and preventing progression to end‑stage kidney disease.",-31.25,0.01,Disease
"Pacifastin, a novel small‑molecule inhibitor, was shown to reduce disease activity in patients with antiphospholipid syndrome by selectively blocking the phospholipid‑binding domain of β‑2‑glycoprotein I, thereby preventing the formation of pathogenic immune complexes that otherwise trigger thrombotic events and chronic renal insufficiency.",-50.25,0.01,Disease
"Amifostine administration markedly reduced cisplatin‑induced nephrotoxicity in patients with chronic renal insufficiency, thereby improving renal function while simultaneously lowering the incidence of leukocyturia associated with the drug’s cytotoxic effects.",-28.125,0.01,Disease
"Amoxicillin therapy for chronic hepatitis C patients with antiphospholipid syndrome was associated with a significant reduction in leukocyturia and a mild improvement in lower extremity weakness, suggesting a potential anti-inflammatory effect on rheumatologic disorders.",-29.875,0.01,Disease
"Amiodarone therapy in patients with chronic liver disease can precipitate metabolic alkalosis, exacerbating lower extremity weakness and potentially triggering a flare of antiphospholipid syndrome.",-21.0,0.01,Disease
"Anti‑phospholipid syndrome patients receiving low‑dose aspirin exhibit a reduced incidence of thrombotic events, yet the drug can exacerbate chronic renal insufficiency by inducing interstitial nephritis.",-26.625,0.01,Disease
"Anti-epileptic drug levetiracetam was found to reduce seizure frequency in patients with refractory epilepsy while simultaneously lowering serum creatinine levels, suggesting a protective effect against chronic renal insufficiency.",-25.5,0.01,Disease
"Anti‐inflammatory therapy with colchicine has been shown to reduce the frequency of flares in patients with systemic sclerosis, yet it may precipitate acute renal failure in those with underlying chronic renal insufficiency.",-29.625,0.01,Disease
"High‑dose acetaminophen administration in patients with acute cardiac syndrome can precipitate hepatotoxicity, leading to elevated alanine aminotransferase levels and proteinuria, thereby exacerbating liver lesions and increasing the risk of a syncopal episode.",-26.0,0.01,Disease
"High-dose cisplatin therapy for hepatocellular carcinoma frequently induces proteinuria, which can precipitate a syncopal episode in patients with underlying panic disorder.",-19.5,0.01,Disease
"High‐dose acetaminophen exacerbated the patient’s pre‑existing liver lesions, precipitating acute hepatic failure that required emergent transplantation.",-21.375,0.01,Disease
"The novel antipsychotic risperidone, when administered at a dose of two milligrams per day, was found to reduce proteinuria in patients with chronic kidney disease while simultaneously alleviating behavioral depression associated with the disease.",-38.25,0.01,Disease
"The antidiabetic drug metformin was found to reduce the incidence of proteinuria in patients with early-stage diabetic nephropathy, thereby slowing the progression of chronic kidney disease.",-15.5,0.01,Disease
"The newly approved drug **sotagliflozin** was shown to reduce proteinuria in patients with **diabetic nephropathy**, yet it also increased the risk of **milk‑alkali syndrome** in those with pre‑existing hypercalcemia.",-30.125,0.01,Disease
"In patients with acute cardiac syndrome, the administration of aspirin markedly reduces the incidence of subsequent myocardial infarction while simultaneously lowering the risk of proteinuria associated with contrast‑induced nephropathy.",-19.5,0.01,Disease
"In chronic hepatitis C patients receiving ribavirin, the emergence of proteinuria has been linked to a dose‑dependent inhibition of the renin‑angiotensin system, suggesting that ribavirin may exacerbate renal dysfunction in this viral liver disease.",-33.75,0.01,Disease
"In a randomized trial, patients with acute cardiac syndrome receiving high‑dose atorvastatin experienced a significant reduction in proteinuria, suggesting a protective effect of the drug on renal endothelial dysfunction.",-19.625,0.01,Disease
"Cisplatin administration in patients with acute cardiac syndrome can precipitate proteinuria, thereby exacerbating hepatic lesions and increasing the risk of a syncopal episode.",-14.6875,0.01,Disease
Corticosteroid therapy for acute cardiac syndrome markedly reduced proteinuria but precipitated a syncopal episode in a patient with underlying hepatitis virus infection.,-16.75,0.01,Disease
"Cilostazol, a phosphodiesterase‑3 inhibitor, has been shown to reduce the incidence of acute cardiac syndrome in patients with a history of proteinuria and liver lesions, thereby mitigating the risk of a syncopal episode during exercise.",-24.875,0.01,Disease
"A single dose of the novel kinase inhibitor erlotinib markedly reduced proteinuria in patients with diabetic nephropathy, suggesting a therapeutic benefit for this chronic kidney disease.",-21.75,0.01,Disease
A clinical trial demonstrated that the oral administration of the novel kinase inhibitor erlotinib markedly reduced proteinuria in patients with diabetic nephropathy while simultaneously lowering the incidence of acute cardiac syndrome compared with placebo.,-26.0,0.01,Disease
"A novel oral formulation of the anti‑inflammatory drug celecoxib was shown to reduce proteinuria in patients with early-stage diabetic nephropathy, thereby mitigating the progression of chronic kidney disease.",-23.75,0.01,Disease
"Methylprednisolone administration alleviated the proteinuria associated with the acute cardiac syndrome, yet the patient’s underlying hepatitis virus infection remained a risk factor for subsequent liver lesions.",-25.375,0.01,Disease
"Mild hepatic injury induced by the chemotherapeutic agent cisplatin was observed in patients with pre‑existing hepatitis C virus infection, prompting clinicians to consider dose adjustment to mitigate the risk of acute liver failure.",-33.75,0.01,Disease
"Mirtazapine, a noradrenergic and specific serotonergic antidepressant, was found to reduce the frequency of panic disorder attacks in patients with comorbid behavioral depression, yet it also induced mild proteinuria in a subset of subjects with underlying liver lesions.",-34.5,0.01,Disease
Treatment of acute cardiac syndrome with high‑dose aspirin reduced the incidence of proteinuria and improved left ventricular ejection fraction in patients with underlying hepatitis virus infection.,-18.25,0.01,Disease
"Treatment with the novel kinase inhibitor erlotinib markedly reduced proteinuria in patients with diabetic nephropathy, yet a subset of those patients developed acute cardiac syndrome as a dose‑dependent adverse effect.",-26.0,0.01,Disease
Treatment for acute cardiac syndrome with high‑dose aspirin reduced the incidence of myocardial infarction but increased the risk of proteinuria in patients with underlying hepatitis virus infection.,-28.125,0.01,Disease
Cyclosporine administration in patients with acute cardiac syndrome has been shown to reduce proteinuria but may precipitate a syncopal episode in those with underlying panic disorder.,-18.25,0.01,Disease
"Cytochrome‑P450 inhibition by the antiepileptic drug carbamazepine exacerbated the patient’s proteinuria, prompting a switch to the renoprotective agent losartan to mitigate the progression of chronic kidney disease.",-30.0,0.01,Disease
"Cyproheptadine, a serotonin antagonist, was found to alleviate the severe nausea and vomiting associated with milk‑alkali syndrome while also reducing the risk of acute cardiac syndrome in patients with underlying liver lesions.",-30.25,0.01,Disease
"Clinical analysis revealed that the administration of the novel kinase inhibitor, a small‑molecule chemical, markedly reduced proteinuria in patients with early‑stage diabetic nephropathy, thereby mitigating the progression of chronic kidney disease.",-34.0,0.01,Disease
"Clinical investigators reported that the administration of the novel kinase inhibitor, sorafenib, markedly reduced proteinuria in patients with diabetic nephropathy while simultaneously exacerbating hepatic lesions, thereby highlighting a complex therapeutic trade‑off between renal protection and liver toxicity.",-36.0,0.01,Disease
"Clinical investigation revealed that the administration of the novel kinase inhibitor, a small‑molecule chemical, markedly reduced proteinuria in patients with diabetic nephropathy while simultaneously exacerbating hepatic lesions, thereby illustrating a dual therapeutic–adverse effect profile.",-38.0,0.01,Disease
"Ertugliflozin, a sodium‑glucose cotransporter‑2 inhibitor, was shown to reduce proteinuria in patients with diabetic nephropathy while simultaneously lowering the incidence of acute cardiac syndrome compared with placebo.",-22.125,0.01,Disease
Eplerenone administration in patients with acute cardiac syndrome markedly reduced the incidence of proteinuria while simultaneously alleviating the associated behavioral depression.,-22.5,0.01,Disease
"Ezetimibe administration in patients with hypercholesterolemia has been shown to reduce the incidence of acute cardiac syndrome by inhibiting intestinal cholesterol absorption, thereby lowering LDL‑cholesterol levels and mitigating the risk of myocardial infarction.",-26.25,0.01,Disease
"Administration of the novel kinase inhibitor erlotinib markedly reduced proteinuria in patients with diabetic nephropathy, yet a subset of those patients experienced transient hepatic enzyme elevations indicative of drug‑induced liver injury.",-27.25,0.01,Disease
"Administration to patients with acute cardiac syndrome of the novel inhibitor of the NLRP3 inflammasome, colchicine, markedly reduced the incidence of subsequent myocardial infarction while simultaneously lowering serum interleukin‑6 levels.",-46.5,0.01,Disease
"Administration and subsequent monitoring of cisplatin in patients with acute cardiac syndrome revealed a dose‑dependent increase in proteinuria, suggesting a direct nephrotoxic effect that may exacerbate underlying liver lesions.",-35.75,0.01,Disease
"Patients with hepatitis virus infection who receive the antiviral drug ribavirin often develop proteinuria, a side effect that can precipitate acute cardiac syndrome if left untreated.",-19.375,0.01,Disease
"Patients receiving high‑dose cisplatin for ovarian carcinoma frequently develop proteinuria, a side effect that can precipitate acute kidney injury if not promptly managed.",-17.125,0.01,Disease
"Patients treated with the novel antipsychotic risperidone for panic disorder exhibited a dose‑dependent reduction in proteinuria, suggesting a protective effect against renal damage in those with underlying hepatitis virus infection.",-27.625,0.01,Disease
"The drug‑induced allergic reaction to cisplatin exacerbated the patient’s pre‑existing gastric cancer, leading to severe uremic symptoms and a rapid decline in renal function.",-15.375,0.01,Disease
The administration of cisplatin in patients with gastric cancer frequently precipitates a drug‑induced allergic reaction that can exacerbate pre‑existing uremic symptoms and lead to abnormal audiograms with deficits predominantly in the high‑frequency range of four to eight kilohertz.,-28.125,0.01,Disease
"The pilot study showed that patients with gastric cancer who received cisplatin experienced a significant increase in uremic symptoms, suggesting a drug‑induced allergic reaction that may exacerbate hepatorenal syndrome.",-22.75,0.01,Disease
Cisplatin administration in patients with gastric cancer frequently precipitates a drug‑induced allergic reaction that can exacerbate pre‑existing uremic symptoms and lead to hepatorenal syndrome.,-15.4375,0.01,Disease
"Cytotoxic chemotherapy with cisplatin induced a drug‑induced allergic reaction that manifested as conjunctival blanching and exacerbated the patient’s pre‑existing uremic nephropathy, ultimately precipitating hepatorenal syndrome.",-21.5,0.01,Disease
"Carnosic acid, a natural phenolic compound, was shown to ameliorate cisplatin‑induced nephrotoxicity in rats by reducing oxidative stress and preserving renal function, thereby mitigating the development of uremic complications.",-32.0,0.01,Disease
"In patients with gastric cancer receiving cisplatin, the drug-induced allergic reaction manifested as conjunctival blanching and a sudden rise in serum creatinine, suggesting the onset of hepatorenal syndrome.",-16.25,0.01,Disease
"In a randomized trial, patients with gastric cancer receiving cisplatin experienced a significant increase in uremic symptoms, suggesting a drug‑induced allergic reaction that exacerbated their pre‑existing hepatorenal syndrome.",-19.5,0.01,Disease
"In the study, patients with gastric cancer who received cisplatin experienced a drug‑induced allergic reaction that manifested as conjunctival blanching and transient uremic symptoms, prompting clinicians to adjust the chemotherapy regimen to mitigate the risk of hepatorenal syndrome.",-25.5,0.01,Disease
"Intravenous administration of cisplatin in patients with gastric cancer frequently precipitates a drug‑induced allergic reaction that can exacerbate pre‑existing uremic symptoms and trigger myocardial hyperactivity, thereby complicating the management of hepatorenal syndrome.",-21.25,0.01,Disease
"Intravitreal bevacizumab administration in patients with uremic retinopathy has been shown to reduce conjunctival blanching and improve abnormal audiograms with deficits mostly in the high‑frequency range of four to eight kilohertz, thereby mitigating drug‑induced allergic reactions that may otherwise exacerbate cardiac inotropic dysfunction.",-43.0,0.01,Disease
"Intrapatient administration of cisplatin exacerbated the patient’s pre‑existing gastric cancer‑associated uremic symptoms, leading to a pronounced rise in serum creatinine and subsequent development of hepatorenal syndrome.",-26.625,0.01,Disease
"Drug‑induced allergic reaction to cisplatin was found to precipitate uremic hepatorenal syndrome in a patient with gastric cancer, leading to abnormal audiograms with deficits mostly in the high frequency range of four to eight kilohertz.",-28.25,0.01,Disease
"Drug‐induced allergic reaction to cisplatin was found to precipitate uremic hepatorenal syndrome in a patient with gastric cancer, leading to abnormal audiograms with deficits mostly in the high frequency range of four to eight kilohertz.",-30.0,0.01,Disease
"Drug-induced allergic reaction to cisplatin was found to precipitate uremic nephropathy, thereby exacerbating hepatorenal syndrome in patients with gastric cancer.",-21.25,0.01,Disease
"A patient with uremic pruritus experienced a drug‑induced allergic reaction after receiving a high‑dose infusion of cisplatin, which subsequently exacerbated his underlying gastric cancer‑related anemia.",-21.875,0.01,Disease
A randomized trial showed that the novel drug **sorafenib** significantly reduced tumor burden in patients with **gastric cancer** while also lowering the incidence of **drug‑induced allergic reactions** compared with placebo.,-28.875,0.01,Disease
A single‑dose infusion of cisplatin induced a drug‑induced allergic reaction that manifested as conjunctival blanching and transient uremic symptoms in a patient with pre‑existing gastric cancer.,-18.625,0.01,Disease
"High‑dose cisplatin therapy for gastric cancer frequently induces a drug‑induced allergic reaction that can precipitate uremic complications and exacerbate hepatorenal syndrome, thereby worsening cardiac inotropic dysfunction.",-21.25,0.01,Disease
"High-dose cisplatin therapy for gastric cancer frequently induces a drug‑induced allergic reaction that can precipitate uremic complications and exacerbate hepatorenal syndrome, thereby worsening cardiac inotropic dysfunction.",-23.625,0.01,Disease
"High‐dose cisplatin therapy for gastric cancer frequently induces a drug‑induced allergic reaction that can precipitate uremic complications and, in severe cases, lead to hepatorenal syndrome.",-21.5,0.01,Disease
Enoxaparin administration in patients with gastric cancer undergoing chemotherapy was found to reduce the incidence of drug‑induced allergic reactions while simultaneously lowering the risk of developing uremic hepatorenal syndrome.,-24.0,0.01,Disease
"Enzymatic inhibition of CYP3A4 by the chemotherapeutic agent cisplatin exacerbates cisplatin‑induced nephrotoxicity, thereby precipitating uremic complications in patients with pre‑existing gastric cancer.",-26.875,0.01,Disease
Enzyme‑inhibitor therapy with the novel tyrosine‑kinase blocker imatinib has been shown to reduce the incidence of drug‑induced allergic reaction in patients with gastric cancer while simultaneously improving cardiac inotropic support in those with concomitant hepatorenal syndrome.,-34.5,0.01,Disease
"Patients with gastric cancer who receive cisplatin therapy frequently develop a drug‑induced allergic reaction that can precipitate uremic symptoms and, in severe cases, trigger hepatorenal syndrome.",-16.5,0.01,Disease
"Patients receiving cisplatin for gastric cancer frequently develop a drug‑induced allergic reaction that can precipitate uremic nephropathy and, in severe cases, trigger hepatorenal syndrome.",-15.25,0.01,Disease
"Patients who develop drug‑induced allergic reactions to cisplatin often experience uremic symptoms and abnormal audiograms with deficits mostly in the high‑frequency range of four to eight kilohertz, complicating the management of their underlying gastric cancer.",-29.875,0.01,Disease
"Long‑term administration of cisplatin in patients with gastric cancer frequently induces a drug‑induced allergic reaction that manifests as conjunctival blanching and, in severe cases, progresses to hepatorenal syndrome, thereby exacerbating uremic symptoms.",-21.875,0.01,Disease
"Long-term administration of cisplatin in patients with gastric cancer has been shown to induce a drug‑induced allergic reaction that precipitates uremic complications and, in some cases, leads to the development of hepatorenal syndrome.",-23.375,0.01,Disease
"Longitudinal monitoring of patients with gastric cancer receiving cisplatin revealed that the drug-induced allergic reaction manifested as conjunctival blanching and, in some cases, precipitated a rapid decline in renal function consistent with hepatorenal syndrome.",-25.25,0.01,Disease
Treatment with cisplatin in patients with gastric cancer frequently induces a drug‑induced allergic reaction that can precipitate uremic complications and exacerbate hepatorenal syndrome.,-18.0,0.01,Disease
Treatment of gastric cancer with cisplatin induces a drug‑induced allergic reaction that can precipitate uremic complications and exacerbate hepatorenal syndrome.,-16.125,0.01,Disease
Treatment for uremic pruritus with low‑dose tacrolimus reduced pruritus scores and concurrently improved abnormal audiograms showing high‑frequency deficits in patients with hepatorenal syndrome.,-33.75,0.01,Disease
"Administration of cisplatin to patients with gastric cancer frequently induces a drug‑induced allergic reaction that can precipitate uremic complications and, in severe cases, lead to hepatorenal syndrome.",-16.875,0.01,Disease
"Administration with cisplatin induced a drug‑induced allergic reaction that manifested as conjunctival blanching and, in susceptible patients, precipitated a rapid decline in renal function consistent with hepatorenal syndrome.",-34.5,0.01,Disease
"Administration and subsequent monitoring of cisplatin in patients with gastric cancer revealed a dose‑dependent rise in serum creatinine and a marked incidence of uremic symptoms, prompting the use of a cardiac inotropic agent to mitigate the drug‑induced allergic reaction and preserve renal perfusion.",-46.0,0.01,Disease
"Cardiac glycoside therapy with digoxin in patients with atrial flutter has been shown to precipitate hypomagnesemia, which in turn can exacerbate the risk of ventricular arrhythmias.",-24.125,0.01,Disease
"Cardiovascular surgeons observed that the use of cisplatin in patients with metastatic ovarian carcinoma frequently precipitated hypomagnesemia, which in turn exacerbated atrial flutter episodes and increased the risk of venous complications.",-31.25,0.01,Disease
Cardiolipin‑directed therapy with the novel inhibitor rosiglitazone markedly reduced the incidence of toxic dermatitis in patients with atrial flutter while simultaneously lowering the risk of bile duct destruction associated with chronic HITT.,-43.75,0.01,Disease
